ccname,year,ccode,idacr,leader,exit,v2x_libdem,v2x_libdem_codehigh,v2x_libdem_codelow,regime.spell,TENURE,SignPTA,NegPTA,DICT,poleff,reelection,allhouse,GDPpercapita,PTS_A.x,DEMDUR,AUTODUR,GDPgrowth
Czech Republic,2007,316,CZR,Topolanek,1,0.84,0.88,0.81,democracy,2,0,0,0,0,NA,0,20151.17812,2,15,0,5.6
Czech Republic,2008,316,CZR,Topolanek,1,0.84,0.88,0.8,democracy,3,0,0,0,0,NA,0,20520.77996,1,16,0,2.68
Czech Republic,2009,316,CZR,Fischer,1,0.84,0.88,0.8,democracy,1,0,0,0,0,NA,0,19424.27306,1,17,0,-4.8
Czech Republic,2009,316,CZR,Topolanek,1,0.84,0.88,0.8,democracy,4,0,0,0,0,NA,0,19424.27306,1,17,0,-4.8
Czech Republic,2010,316,CZR,Fischer,1,0.82,0.86,0.77,democracy,2,0,0,0,0,NA,NA,19808.07109,1,18,0,2.27
Czech Republic,2010,316,CZR,Necas,1,0.82,0.86,0.77,democracy,1,0,0,0,0,NA,NA,19808.07109,1,18,0,2.27
Czech Republic,2011,316,CZR,Necas,1,0.8,0.87,0.76,democracy,2,0,0,0,0,NA,NA,20118.58781,1,19,0,1.78
Czech Republic,2012,316,CZR,Necas,1,0.81,0.85,0.77,democracy,3,0,0,0,0,NA,NA,19929.76407,1,20,0,-0.8
Czech Republic,2013,316,CZR,Rusnok,1,0.79,0.83,0.74,democracy,1,0,0,0,0,NA,NA,19826.79194,NA,21,0,-0.48
Czech Republic,2013,316,CZR,Necas,1,0.79,0.83,0.74,democracy,4,0,0,0,0,NA,NA,19826.79194,NA,21,0,-0.48
Czech Republic,2014,316,CZR,Sobotka,-888,0.78,0.82,0.74,democracy,1,0,0,0,0,NA,NA,20343.68375,1,22,0,2.72
Czech Republic,2015,316,CZR,Sobotka,-888,0.78,0.82,0.74,democracy,2,0,0,0,0,NA,NA,21381.70308,1,23,0,5.31
Dominican Republic,1995,42,DOM,Balaguer,1,0.24,0.28,0.21,democracy,10,0,0,0,1,1,0,3192.193258,2,18,0,5.69
Dominican Republic,1996,42,DOM,Fernandez Reyna,1,0.28,0.31,0.23,democracy,1,0,0,0,2,NA,0,3325.423504,3,19,0,5.98
Dominican Republic,1996,42,DOM,Balaguer,1,0.28,0.31,0.23,democracy,11,0,0,0,2,NA,0,3325.423504,3,19,0,5.98
Dominican Republic,1997,42,DOM,Fernandez Reyna,1,0.34,0.38,0.28,democracy,2,0,1,0,1,NA,0,3561.301588,3,20,0,8.89
Dominican Republic,1998,42,DOM,Fernandez Reyna,1,0.35,0.4,0.3,democracy,3,1,0,0,1,NA,0,3739.543847,3,21,0,6.71
Dominican Republic,1999,42,DOM,Fernandez Reyna,1,0.37,0.41,0.31,democracy,4,0,0,0,1,NA,0,3899.288326,3,22,0,5.94
Dominican Republic,2000,42,DOM,Hipolito Mejia,1,0.39,0.45,0.35,democracy,1,0,0,0,1,NA,0,4017.431169,2,23,0,4.66
Dominican Republic,2000,42,DOM,Fernandez Reyna,1,0.39,0.45,0.35,democracy,5,0,0,0,1,NA,0,4017.431169,2,23,0,4.66
Dominican Republic,2001,42,DOM,Hipolito Mejia,1,0.38,0.43,0.34,democracy,2,0,0,0,1,NA,0,4052.581492,3,24,0,2.46
Dominican Republic,2002,42,DOM,Hipolito Mejia,1,0.38,0.43,0.33,democracy,3,0,0,0,1,NA,0,4169.945552,2,25,0,4.5
Dominican Republic,2003,42,DOM,Hipolito Mejia,1,0.38,0.43,0.33,democracy,4,0,0,0,1,NA,0,4051.683137,3,26,0,-1.35
Dominican Republic,2004,42,DOM,Fernandez Reyna,1,0.37,0.4,0.31,democracy,1,0,0,0,1,NA,0,4094.076257,2,27,0,2.57
Dominican Republic,2004,42,DOM,Hipolito Mejia,1,0.37,0.4,0.31,democracy,5,0,0,0,1,NA,0,4094.076257,2,27,0,2.57
Dominican Republic,2005,42,DOM,Fernandez Reyna,1,0.36,0.4,0.31,democracy,2,0,0,0,1,NA,0,4414.812085,3,28,0,9.43
Dominican Republic,2006,42,DOM,Fernandez Reyna,1,0.36,0.42,0.31,democracy,3,0,0,0,0,NA,0,4751.041363,3,29,0,9.17
Dominican Republic,2007,42,DOM,Fernandez Reyna,1,0.37,0.43,0.32,democracy,4,0,0,0,0,NA,0,5031.953697,3,30,0,7.42
Dominican Republic,2008,42,DOM,Fernandez Reyna,1,0.37,0.41,0.31,democracy,5,0,1,0,0,1,0,5122.22509,4,31,0,3.21
Dominican Republic,2009,42,DOM,Fernandez Reyna,1,0.36,0.4,0.31,democracy,6,0,0,0,0,NA,0,5101.216752,4,32,0,0.95
Dominican Republic,2010,42,DOM,Fernandez Reyna,1,0.38,0.42,0.34,democracy,7,0,0,0,0,NA,0,5453.926861,3,33,0,8.34
Dominican Republic,2011,42,DOM,Fernandez Reyna,1,0.4,0.43,0.35,democracy,8,0,0,0,0,NA,0,5552.395627,3,34,0,3.13
Dominican Republic,2012,42,DOM,Medina,0,0.4,0.45,0.35,democracy,1,0,0,0,0,NA,0,5631.468069,3,35,0,2.72
Dominican Republic,2013,42,DOM,Medina,0,0.34,0.38,0.29,democracy,2,0,0,0,0,NA,0,5833.435171,NA,36,0,4.88
Dominican Republic,2014,42,DOM,Medina,0,0.34,0.39,0.3,democracy,3,0,0,0,0,NA,0,6203.725971,3,37,0,7.64
Dominican Republic,2015,42,DOM,Medina,0,0.31,0.35,0.26,democracy,4,0,0,0,0,NA,0,6562.767094,3,38,0,7.03
Ecuador,1995,130,ECU,Duran Ballen,1,0.5,0.56,0.45,democracy,4,0,0,0,0,NA,0,3847.507292,3,16,0,2.25
Ecuador,1996,130,ECU,Duran Ballen,1,0.49,0.56,0.45,democracy,5,0,0,0,0,NA,0,3832.76269,2,17,0,1.73
Ecuador,1996,130,ECU,Bucaram Ortiz,1,0.49,0.56,0.45,democracy,1,0,0,0,0,NA,0,3832.76269,2,17,0,1.73
Ecuador,1997,130,ECU,Alarcon Fabian,1,0.51,0.57,0.45,democracy,1,0,0,0,0,NA,0,3917.655997,2,18,0,4.33
Ecuador,1997,130,ECU,Bucaram Ortiz,1,0.51,0.57,0.45,democracy,2,0,0,0,0,NA,0,3917.655997,2,18,0,4.33
Ecuador,1997,130,ECU,Arteaga Serrano,1,0.51,0.57,0.45,democracy,1,0,0,0,0,NA,0,3917.655997,2,18,0,4.33
Ecuador,1998,130,ECU,Mahuad,3,0.5,0.56,0.44,democracy,1,0,0,0,0,NA,0,3966.173489,3,19,0,3.27
Ecuador,1998,130,ECU,Alarcon Fabian,1,0.5,0.56,0.44,democracy,2,0,0,0,0,NA,0,3966.173489,3,19,0,3.27
Ecuador,1999,130,ECU,Mahuad,3,0.49,0.56,0.44,democracy,2,0,0,0,0,NA,0,3706.649777,3,20,0,-4.74
Ecuador,2000,130,ECU,Gustavo Noboa,1,0.48,0.55,0.42,dictatorship,1,0,0,1,2,NA,0,3678.902316,3,NA,1,1.09
Ecuador,2000,130,ECU,Mahuad,3,0.48,0.55,0.42,democracy,3,0,0,0,2,NA,0,3678.902316,3,21,0,1.09
Ecuador,2001,130,ECU,Gustavo Noboa,1,0.48,0.55,0.42,dictatorship,2,0,0,1,2,NA,0,3759.894861,3,0,2,4.02
Ecuador,2002,130,ECU,Gustavo Noboa,1,0.48,0.55,0.43,dictatorship,3,0,0,1,2,NA,0,3848.266846,3,0,3,4.1
Ecuador,2003,130,ECU,Gustavo Noboa,1,0.51,0.57,0.46,democracy,4,0,1,0,2,NA,0,3888.341901,3,1,0,2.72
Ecuador,2003,130,ECU,Lucio Gutierrez,1,0.51,0.57,0.46,democracy,1,0,0,0,2,NA,0,3888.341901,3,2,0,2.72
Ecuador,2004,130,ECU,Lucio Gutierrez,1,0.5,0.55,0.44,democracy,2,0,1,0,2,NA,0,4139.080573,3,3,0,8.21
Ecuador,2005,130,ECU,Alfredo Palacio,1,0.52,0.59,0.46,democracy,1,0,0,0,2,NA,0,4286.515247,3,4,0,5.29
Ecuador,2005,130,ECU,Lucio Gutierrez,1,0.52,0.59,0.46,democracy,3,0,0,0,2,NA,0,4286.515247,3,4,0,5.29
Ecuador,2006,130,ECU,Alfredo Palacio,1,0.51,0.57,0.46,democracy,2,0,0,0,2,NA,NA,4400.859602,3,5,0,4.4
Ecuador,2007,130,ECU,Alfredo Palacio,1,0.49,0.55,0.44,democracy,3,0,0,0,2,NA,0,4421.902428,3,6,0,2.19
Ecuador,2007,130,ECU,Rafael Correa,1,0.49,0.55,0.44,democracy,1,0,0,0,2,NA,0,4421.902428,3,6,0,2.19
Ecuador,2008,130,ECU,Rafael Correa,1,0.41,0.46,0.35,democracy,2,0,0,0,2,NA,0,4624.196579,2,7,0,6.36
Ecuador,2009,130,ECU,Rafael Correa,1,0.35,0.4,0.31,democracy,3,0,0,0,2,NA,0,4573.247084,2,8,0,0.57
Ecuador,2010,130,ECU,Rafael Correa,1,0.33,0.37,0.29,democracy,4,0,0,0,1,NA,0,4657.302361,2,9,0,3.53
Ecuador,2011,130,ECU,Rafael Correa,1,0.33,0.37,0.29,democracy,5,0,0,0,2,NA,0,4943.422704,2,10,0,7.87
Ecuador,2012,130,ECU,Rafael Correa,1,0.33,0.38,0.29,democracy,6,0,1,0,2,NA,0,5140.262907,2,11,0,5.64
Ecuador,2013,130,ECU,Rafael Correa,1,0.35,0.39,0.31,democracy,7,0,0,0,2,1,0,5311.212121,NA,12,0,4.95
Ecuador,2014,130,ECU,Rafael Correa,-888,0.34,0.38,0.29,democracy,8,0,0,0,2,NA,0,5428.714031,2,13,0,3.79
Ecuador,2015,130,ECU,Rafael Correa,-888,0.34,0.38,0.29,democracy,9,0,0,0,2,NA,0,5352.876457,2,14,0,0.1
Egypt,1995,651,EGY,Mubarak,3,0.16,0.19,0.14,dictatorship,15,0,1,1,2,NA,NA,NA,4,0,25,NA
Egypt,1996,651,EGY,Mubarak,3,0.16,0.19,0.14,dictatorship,16,0,0,1,1,NA,NA,NA,4,0,26,NA
Egypt,1997,651,EGY,Mubarak,3,0.16,0.19,0.14,dictatorship,17,0,0,1,1,NA,NA,NA,4,0,27,NA
Egypt,1998,651,EGY,Mubarak,3,0.16,0.18,0.13,dictatorship,18,0,0,1,1,NA,NA,NA,3,0,28,NA
Egypt,1999,651,EGY,Mubarak,3,0.16,0.18,0.13,dictatorship,19,0,0,1,1,NA,NA,NA,3,0,29,NA
Egypt,2000,651,EGY,Mubarak,3,0.16,0.18,0.13,dictatorship,20,0,0,1,1,NA,NA,NA,3,0,30,NA
Egypt,2001,651,EGY,Mubarak,3,0.15,0.17,0.13,dictatorship,21,1,0,1,1,NA,NA,NA,4,0,31,NA
Egypt,2002,651,EGY,Mubarak,3,0.15,0.17,0.13,dictatorship,22,0,0,1,1,NA,NA,NA,4,0,32,NA
Egypt,2003,651,EGY,Mubarak,3,0.15,0.17,0.12,dictatorship,23,0,0,1,1,NA,NA,NA,4,0,33,NA
Egypt,2004,651,EGY,Mubarak,3,0.15,0.17,0.12,dictatorship,24,0,0,1,1,NA,NA,NA,4,0,34,NA
Egypt,2005,651,EGY,Mubarak,3,0.15,0.17,0.13,dictatorship,25,0,0,1,2,NA,NA,NA,3,0,35,NA
Egypt,2006,651,EGY,Mubarak,3,0.15,0.17,0.13,dictatorship,26,0,0,1,2,NA,NA,NA,4,0,36,NA
Egypt,2007,651,EGY,Mubarak,3,0.14,0.17,0.12,dictatorship,27,1,1,1,2,NA,NA,NA,4,0,37,NA
Egypt,2008,651,EGY,Mubarak,3,0.15,0.17,0.12,dictatorship,28,0,0,1,2,NA,NA,NA,4,0,38,NA
Egypt,2009,651,EGY,Mubarak,3,0.15,0.17,0.12,dictatorship,29,0,0,1,2,NA,NA,NA,4,0,39,NA
Egypt,2010,651,EGY,Mubarak,3,0.14,0.17,0.12,dictatorship,30,0,0,1,2,NA,NA,NA,4,0,40,NA
Egypt,2011,651,EGY,Mubarak,3,0.09,0.11,0.08,dictatorship,31,0,0,1,2,NA,NA,NA,4,0,41,NA
Egypt,2011,651,EGY,Tantawi,1,0.09,0.11,0.08,dictatorship,1,0,0,1,2,NA,NA,NA,4,0,43,NA
Egypt,2012,651,EGY,Morsi,3,0.14,0.16,0.12,dictatorship,1,0,0,1,2,NA,NA,NA,3,0,42,NA
Egypt,2012,651,EGY,Tantawi,1,0.14,0.16,0.12,dictatorship,2,0,0,1,2,NA,NA,NA,3,0,44,NA
Egypt,2013,651,EGY,Mansour,1,0.07,0.09,0.05,dictatorship,1,0,0,1,2,NA,NA,NA,NA,0,45,NA
Egypt,2014,651,EGY,Mansour,1,0.06,0.08,0.05,dictatorship,2,0,0,1,2,NA,NA,NA,4,0,46,NA
Egypt,2014,651,EGY,al-Sisi,-888,0.06,0.08,0.05,dictatorship,1,0,0,1,2,NA,NA,NA,4,0,47,NA
Egypt,2015,651,EGY,al-Sisi,-888,0.08,0.09,0.06,dictatorship,2,0,0,1,2,NA,NA,NA,4,0,48,NA
El Salvador,1995,92,SAL,Calderon Sol,1,0.28,0.32,0.24,democracy,2,0,0,0,0,NA,0,2547.550156,2,6,0,4.73
El Salvador,1996,92,SAL,Calderon Sol,1,0.28,0.3,0.22,democracy,3,0,0,0,0,NA,0,2540.844779,3,7,0,0.82
El Salvador,1997,92,SAL,Calderon Sol,1,0.29,0.34,0.25,democracy,4,0,0,0,0,NA,0,2594.956008,2,8,0,3.13
El Salvador,1998,92,SAL,Calderon Sol,1,0.3,0.35,0.27,democracy,5,0,0,0,0,NA,0,2640.34359,2,9,0,2.65
El Salvador,1999,92,SAL,Calderon Sol,1,0.32,0.36,0.27,democracy,6,0,0,0,0,NA,0,2675.865341,3,10,0,2.16
El Salvador,1999,92,SAL,Flores,1,0.32,0.36,0.27,democracy,1,0,0,0,0,NA,0,2675.865341,3,10,0,2.16
El Salvador,2000,92,SAL,Flores,1,0.34,0.38,0.27,democracy,2,0,0,0,0,NA,0,2686.425343,3,11,0,1.13
El Salvador,2001,92,SAL,Flores,1,0.34,0.4,0.29,democracy,3,0,0,0,0,NA,0,2692.403107,2,12,0,0.88
El Salvador,2002,92,SAL,Flores,1,0.33,0.38,0.28,democracy,4,0,0,0,0,NA,0,2719.155401,1,13,0,1.58
El Salvador,2003,92,SAL,Flores,1,0.34,0.38,0.3,democracy,5,0,0,0,0,NA,0,2747.191138,3,14,0,1.56
El Salvador,2004,92,SAL,Saca González,1,0.35,0.4,0.31,democracy,1,0,0,0,0,NA,0,2758.157242,2,15,0,0.89
El Salvador,2004,92,SAL,Flores,1,0.35,0.4,0.31,democracy,6,0,0,0,0,NA,0,2758.157242,2,15,0,0.89
El Salvador,2005,92,SAL,Saca González,1,0.36,0.42,0.32,democracy,2,0,0,0,0,NA,0,2819.589678,2,16,0,2.71
El Salvador,2006,92,SAL,Saca González,1,0.37,0.4,0.31,democracy,3,0,1,0,0,NA,0,2928.674638,3,17,0,4.34
El Salvador,2007,92,SAL,Saca González,1,0.37,0.41,0.32,democracy,4,0,0,0,0,NA,0,2969.926378,3,18,0,1.86
El Salvador,2008,92,SAL,Saca González,1,0.38,0.42,0.31,democracy,5,0,0,0,0,NA,0,3019.78719,2,19,0,2.13
El Salvador,2009,92,SAL,Saca González,1,0.41,0.46,0.35,democracy,6,0,0,0,0,NA,0,2943.876855,2,20,0,-2.08
El Salvador,2009,92,SAL,Funes,1,0.41,0.46,0.35,democracy,1,0,0,0,0,NA,0,2943.876855,2,20,0,-2.08
El Salvador,2010,92,SAL,Funes,1,0.39,0.46,0.32,democracy,2,0,0,0,0,NA,0,2992.545274,2,21,0,2.11
El Salvador,2011,92,SAL,Funes,1,0.44,0.5,0.37,democracy,3,0,0,0,0,NA,0,3092.601934,2,22,0,3.81
El Salvador,2012,92,SAL,Funes,1,0.47,0.52,0.4,democracy,4,1,1,0,0,NA,0,3164.968873,1,23,0,2.81
El Salvador,2013,92,SAL,Funes,1,0.46,0.53,0.41,democracy,5,0,0,0,0,NA,0,3224.835391,NA,24,0,2.38
El Salvador,2014,92,SAL,Funes,1,0.48,0.54,0.41,democracy,6,0,0,0,0,NA,0,3272.74025,1,25,0,1.98
El Salvador,2014,92,SAL,Sanchez Ceren,1,0.48,0.54,0.41,democracy,1,0,0,0,0,NA,0,3272.74025,1,25,0,1.98
El Salvador,2015,92,SAL,Sanchez Ceren,-888,0.48,0.54,0.43,democracy,2,1,1,0,0,NA,0,3333.946211,1,26,0,2.38
Estonia,1995,366,EST,Tarand,1,0.83,0.87,0.78,democracy,2,0,1,0,1,NA,1,7313.740904,1,5,0,NA
Estonia,1995,366,EST,Vahi,1,0.83,0.87,0.78,democracy,1,1,0,0,1,NA,1,7313.740904,1,5,0,NA
Estonia,1996,366,EST,Vahi,1,0.85,0.89,0.81,democracy,2,0,0,0,1,NA,1,7817.604638,1,6,0,5.32
Estonia,1997,366,EST,Vahi,1,0.85,0.9,0.81,democracy,3,0,0,0,1,NA,1,8840.261057,NA,7,0,11.8
Estonia,1997,366,EST,Siimann,1,0.85,0.9,0.81,democracy,1,0,0,0,1,NA,1,8840.261057,NA,7,0,11.8
Estonia,1998,366,EST,Siimann,1,0.85,0.89,0.81,democracy,2,0,0,0,1,NA,1,9293.07551,NA,8,0,4.12
Estonia,1999,366,EST,Laar,1,0.83,0.88,0.78,democracy,1,0,0,0,1,NA,1,9186.392954,1,9,0,-0.86
Estonia,1999,366,EST,Siimann,1,0.83,0.88,0.78,democracy,3,0,0,0,1,NA,1,9186.392954,1,9,0,-0.86
Estonia,2000,366,EST,Laar,1,0.82,0.88,0.77,democracy,2,0,0,0,1,NA,1,10108.20529,NA,10,0,10.57
Estonia,2001,366,EST,Laar,1,0.82,0.88,0.77,democracy,3,0,0,0,1,NA,1,10816.60315,NA,11,0,6.33
Estonia,2002,366,EST,Laar,1,0.82,0.87,0.78,democracy,4,0,0,0,1,NA,0,11546.77265,2,12,0,6.08
Estonia,2002,366,EST,Kallas,1,0.82,0.87,0.78,democracy,1,0,0,0,1,NA,0,11546.77265,2,12,0,6.08
Estonia,2003,366,EST,Parts,1,0.83,0.88,0.79,democracy,1,0,0,0,1,NA,0,12481.18961,1,13,0,7.42
Estonia,2003,366,EST,Kallas,1,0.83,0.88,0.79,democracy,2,0,0,0,1,NA,0,12481.18961,1,13,0,7.42
Estonia,2004,366,EST,Parts,1,0.84,0.88,0.8,democracy,2,0,0,0,1,NA,0,13346.39831,2,14,0,6.29
Estonia,2005,366,EST,Parts,1,0.84,0.88,0.8,democracy,3,0,0,0,1,NA,0,14681.22537,2,15,0,9.37
Estonia,2005,366,EST,Ansip,1,0.84,0.88,0.8,democracy,1,0,0,0,1,NA,0,14681.22537,2,15,0,9.37
Estonia,2006,366,EST,Ansip,1,0.84,0.88,0.8,democracy,2,0,0,0,1,NA,0,16285.00672,1,16,0,10.27
Estonia,2007,366,EST,Ansip,1,0.82,0.86,0.76,democracy,3,0,0,0,1,NA,0,17627.02972,2,17,0,7.75
Estonia,2008,366,EST,Ansip,1,0.83,0.88,0.77,democracy,4,0,0,0,1,NA,0,16716.50316,2,18,0,-5.42
Estonia,2009,366,EST,Ansip,1,0.82,0.88,0.77,democracy,5,0,0,0,1,1,0,14282.6035,1,19,0,-14.72
Estonia,2010,366,EST,Ansip,1,0.83,0.89,0.79,democracy,6,0,0,0,0,NA,0,14638.60482,NA,20,0,2.26
Estonia,2011,366,EST,Ansip,1,0.84,0.87,0.8,democracy,7,0,0,0,0,NA,0,15798.63278,NA,21,0,7.6
Estonia,2012,366,EST,Ansip,1,0.85,0.89,0.81,democracy,8,0,0,0,0,NA,0,16538.2126,1,22,0,4.31
Estonia,2013,366,EST,Ansip,1,0.84,0.89,0.81,democracy,9,0,0,0,0,NA,0,16918.58711,NA,23,0,1.94
Estonia,2014,366,EST,Roivas,-888,0.85,0.88,0.81,democracy,1,0,0,0,0,NA,0,17453.36713,1,24,0,2.89
Estonia,2014,366,EST,Ansip,1,0.85,0.88,0.81,democracy,10,0,0,0,0,NA,0,17453.36713,1,24,0,2.89
Estonia,2015,366,EST,Roivas,-888,0.85,0.91,0.82,democracy,2,0,0,0,0,NA,0,17733.95766,1,25,0,1.67
Georgia,1995,372,GRG,Shevardnadze,3,0.19,0.21,0.16,dictatorship,4,0,0,1,2,NA,NA,1010.250679,3,0,5,2.6
Georgia,1996,372,GRG,Shevardnadze,3,0.22,0.25,0.18,dictatorship,5,0,0,1,2,NA,NA,1152.091557,2,0,6,11.2
Georgia,1997,372,GRG,Shevardnadze,3,0.23,0.26,0.19,dictatorship,6,0,0,1,2,NA,NA,1297.023189,2,0,7,10.52
Georgia,1998,372,GRG,Shevardnadze,3,0.23,0.26,0.2,dictatorship,7,0,0,1,2,NA,NA,1350.496688,4,0,8,3.1
Georgia,1999,372,GRG,Shevardnadze,3,0.23,0.26,0.19,dictatorship,8,0,0,1,2,NA,NA,1400.104016,2,0,9,2.87
Georgia,2000,372,GRG,Shevardnadze,3,0.22,0.24,0.19,dictatorship,9,0,0,1,2,NA,NA,1436.879497,3,0,10,1.84
Georgia,2001,372,GRG,Shevardnadze,3,0.22,0.24,0.19,dictatorship,10,0,0,1,1,NA,NA,1516.879883,3,0,11,4.81
Georgia,2002,372,GRG,Shevardnadze,3,0.22,0.24,0.19,dictatorship,11,0,0,1,1,NA,NA,1610.707253,2,0,12,5.47
Georgia,2003,372,GRG,Shevardnadze,3,0.23,0.27,0.19,dictatorship,12,0,0,1,2,NA,NA,1812.111762,3,0,13,11.06
Georgia,2003,372,GRG,Burdjanadze,1,0.23,0.27,0.19,dictatorship,1,0,0,1,2,NA,NA,1812.111762,3,0,13,11.06
Georgia,2004,372,GRG,Burdjanadze,1,0.36,0.42,0.31,dictatorship,2,0,0,1,2,NA,NA,1943.558701,3,0,14,5.86
Georgia,2004,372,GRG,Saakashvili,1,0.36,0.42,0.31,dictatorship,1,0,0,1,2,NA,NA,1943.558701,3,0,14,5.86
Georgia,2005,372,GRG,Saakashvili,1,0.41,0.46,0.36,democracy,2,0,0,0,2,NA,1,2158.094533,3,1,0,9.6
Georgia,2006,372,GRG,Saakashvili,1,0.42,0.47,0.36,democracy,3,0,0,0,2,NA,1,2391.414647,3,2,0,9.38
Georgia,2007,372,GRG,Saakashvili,1,0.43,0.48,0.38,democracy,4,0,0,0,2,NA,1,2722.151531,3,3,0,12.34
Georgia,2008,372,GRG,Saakashvili,1,0.39,0.44,0.36,democracy,5,0,0,0,2,1,1,2821.080743,3,4,0,2.31
Georgia,2009,372,GRG,Saakashvili,1,0.38,0.43,0.32,democracy,6,0,0,0,2,NA,1,2753.639266,3,5,0,-3.65
Georgia,2010,372,GRG,Saakashvili,1,0.41,0.46,0.35,democracy,7,0,0,0,2,NA,1,2964.477034,2,6,0,6.25
Georgia,2011,372,GRG,Saakashvili,1,0.41,0.45,0.36,democracy,8,0,0,0,2,NA,1,3220.391348,2,7,0,7.22
Georgia,2012,372,GRG,Saakashvili,1,0.41,0.46,0.36,democracy,9,0,1,0,2,NA,1,3469.671701,2,8,0,6.35
Georgia,2013,372,GRG,Saakashvili,1,0.52,0.56,0.44,democracy,11,0,0,0,2,NA,1,3633.740883,NA,9,0,3.39
Georgia,2013,372,GRG,Margvelashvili,-888,0.52,0.56,0.44,democracy,1,0,0,0,2,NA,1,3633.740883,NA,9,0,3.39
Georgia,2013,372,GRG,Saakashvili,1,0.52,0.56,0.44,democracy,10,0,0,0,2,NA,1,3633.740883,NA,9,0,3.39
Georgia,2014,372,GRG,Margvelashvili,-888,0.55,0.62,0.48,democracy,2,1,0,0,2,NA,1,3851.723415,2,10,0,4.62
Georgia,2015,372,GRG,Margvelashvili,-888,0.54,0.61,0.49,democracy,3,0,0,0,2,NA,1,3973.219348,2,11,0,2.88
Guatemala,1995,90,GUA,Leon Carpio,1,0.24,0.28,0.21,democracy,3,0,0,0,3,NA,0,2355.894116,4,9,0,4.95
Guatemala,1996,90,GUA,Leon Carpio,1,0.26,0.3,0.22,democracy,4,0,0,0,3,NA,1,2371.31183,4,10,0,2.96
Guatemala,1996,90,GUA,Arzu Yrigoyen,1,0.26,0.3,0.22,democracy,1,0,0,0,3,NA,1,2371.31183,4,10,0,2.96
Guatemala,1997,90,GUA,Arzu Yrigoyen,1,0.29,0.32,0.24,democracy,2,0,0,0,3,NA,1,2420.026945,3,11,0,4.36
Guatemala,1998,90,GUA,Arzu Yrigoyen,1,0.3,0.34,0.26,democracy,3,0,0,0,3,NA,1,2484.760248,4,12,0,4.99
Guatemala,1999,90,GUA,Arzu Yrigoyen,1,0.3,0.33,0.24,democracy,4,0,0,0,3,NA,1,2522.861417,3,13,0,3.85
Guatemala,2000,90,GUA,Alfonso Portillo Cabrera,1,0.37,0.43,0.33,democracy,1,0,0,0,3,NA,1,2554.781528,3,14,0,3.61
Guatemala,2000,90,GUA,Arzu Yrigoyen,1,0.37,0.43,0.33,democracy,5,0,0,0,3,NA,1,2554.781528,3,14,0,3.61
Guatemala,2001,90,GUA,Alfonso Portillo Cabrera,1,0.38,0.42,0.32,democracy,2,0,0,0,3,NA,1,2554.258619,3,15,0,2.33
Guatemala,2002,90,GUA,Alfonso Portillo Cabrera,1,0.37,0.42,0.32,democracy,3,0,0,0,3,NA,1,2591.329436,3,16,0,3.87
Guatemala,2003,90,GUA,Alfonso Portillo Cabrera,1,0.38,0.43,0.32,democracy,4,0,0,0,3,NA,1,2594.926125,3,17,0,2.53
Guatemala,2004,90,GUA,Alfonso Portillo Cabrera,1,0.37,0.46,0.31,democracy,5,0,0,0,2,NA,0,2614.71279,2,18,0,3.15
Guatemala,2004,90,GUA,Berger Perdomo,1,0.37,0.46,0.31,democracy,1,0,1,0,2,NA,0,2614.71279,2,18,0,3.15
Guatemala,2005,90,GUA,Berger Perdomo,1,0.38,0.42,0.33,democracy,2,1,0,0,1,NA,0,2638.29047,3,19,0,3.26
Guatemala,2006,90,GUA,Berger Perdomo,1,0.37,0.43,0.34,democracy,3,0,1,0,1,NA,0,2717.763497,4,20,0,5.38
Guatemala,2007,90,GUA,Berger Perdomo,1,0.38,0.43,0.33,democracy,4,0,0,0,0,NA,0,2825.138099,4,21,0,6.3
Guatemala,2008,90,GUA,Berger Perdomo,1,0.4,0.44,0.35,democracy,5,0,0,0,0,NA,0,2854.071962,2,22,0,3.28
Guatemala,2008,90,GUA,Colom Caballeros,1,0.4,0.44,0.35,democracy,1,0,0,0,0,NA,0,2854.071962,2,22,0,3.28
Guatemala,2009,90,GUA,Colom Caballeros,1,0.4,0.44,0.34,democracy,2,0,0,0,0,NA,0,2806.980441,3,23,0,0.53
Guatemala,2010,90,GUA,Colom Caballeros,1,0.41,0.46,0.35,democracy,3,0,0,0,0,NA,0,2825.52407,3,24,0,2.87
Guatemala,2011,90,GUA,Colom Caballeros,1,0.4,0.44,0.34,democracy,4,0,0,0,0,NA,0,2880.414655,2,25,0,4.16
Guatemala,2012,90,GUA,Colom Caballeros,1,0.39,0.44,0.34,democracy,5,1,0,0,0,NA,0,2903.397849,2,26,0,2.97
Guatemala,2012,90,GUA,Perez Molina,-888,0.39,0.44,0.34,democracy,1,0,1,0,0,NA,0,2903.397849,2,26,0,2.97
Guatemala,2013,90,GUA,Perez Molina,-888,0.43,0.49,0.38,democracy,2,0,0,0,0,NA,0,2947.972105,NA,27,0,3.7
Guatemala,2014,90,GUA,Perez Molina,-888,0.44,0.48,0.37,democracy,3,1,0,0,0,NA,0,3007.900213,2,28,0,4.17
Guatemala,2015,90,GUA,Perez Molina,-888,0.47,0.52,0.4,democracy,4,0,1,0,0,NA,0,3069.043518,2,29,0,4.14
Guyana,1995,110,GUY,Jagan Cheddi,2,0.32,0.35,0.28,democracy,4,0,0,0,1,NA,1,2036.701923,1,3,0,4.99
