ccode,ccname,idacr,leader,year,entry,exit,exitcode,regime.spell,v2x_libdem, v2x_libdem_codehigh ,DEMDUR,DEXDUR,AUTODUR,AUTOGROUP,TENURE,SignPTA,NegPTA,DICT,poleff,opposition,eiec,reelection,allhouse
140,Brazil,BRA,Cardoso,1997,0,1,0,democracy,,,13,3,0,0,3,0,0,0,0,0,7,,0
140,Brazil,BRA,Cardoso,1998,0,1,0,democracy,,,14,4,0,0,4,0,0,0,0,0,7,1,0
140,Brazil,BRA,Cardoso,1999,0,1,0,democracy,,,15,5,0,0,5,0,0,0,0,0,7,,0
140,Brazil,BRA,Cardoso,2000,0,1,0,democracy,,,16,6,0,0,6,0,0,0,0,0,7,,0
140,Brazil,BRA,Cardoso,2001,0,1,0,democracy,,,17,7,0,0,7,0,0,0,0,0,7,,0
140,Brazil,BRA,Cardoso,2002,0,1,0,democracy,,,18,8,0,0,8,0,0,0,0,0,7,,0
140,Brazil,BRA,Cardoso,2003,0,1,0,democracy,,,19,9,0,0,9,0,0,0,0,0,7,,0
140,Brazil,BRA,Lula da Silva,2003,0,1,0,democracy,,,20,1,0,0,1,0,0,0,0,0,7,,0
140,Brazil,BRA,Lula da Silva,2004,0,1,0,democracy,,,21,2,0,0,2,0,1,0,0,0,7,,0
140,Brazil,BRA,Lula da Silva,2005,0,1,0,democracy,,,22,3,0,0,3,0,0,0,0,0,7,,0
140,Brazil,BRA,Lula da Silva,2006,0,1,0,democracy,,,23,4,0,0,4,0,1,0,0,0,7,1,0
140,Brazil,BRA,Lula da Silva,2007,0,1,0,democracy,,,24,5,0,0,5,1,0,0,0,0,7,,0
140,Brazil,BRA,Lula da Silva,2008,0,1,0,democracy,,,25,6,0,0,6,0,0,0,0,0,7,,0
140,Brazil,BRA,Lula da Silva,2009,0,1,0,democracy,,,26,7,0,0,7,0,0,0,0,0,7,,0
140,Brazil,BRA,Lula da Silva,2010,0,1,0,democracy,,,27,8,0,0,8,0,0,0,0,0,7,,0
140,Brazil,BRA,Lula da Silva,2011,0,1,0,democracy,,,28,9,0,0,9,0,0,0,0,0,7,,0
140,Brazil,BRA,Rousseff,2011,0,-888,0,democracy,,,29,1,0,0,1,0,0,0,0,0,7,,0
140,Brazil,BRA,Rousseff,2012,0,-888,0,democracy,,,30,2,0,0,2,0,0,0,0,0,7,,0
140,Brazil,BRA,Rousseff,2013,0,-888,0,democracy,,,31,3,0,0,3,0,0,0,0,0,7,,0
140,Brazil,BRA,Rousseff,2014,0,-888,0,democracy,,,32,4,0,0,4,0,0,0,0,0,7,1,0
140,Brazil,BRA,Rousseff,2015,0,-888,0,democracy,,,33,5,0,0,5,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Indzhova,1995,0,1,0,democracy,,,10,2,0,0,2,0,0,0,2,0,7,,1
355,Bulgaria,BUL,Videnov,1995,0,1,0,democracy,,,11,1,0,0,1,0,0,0,2,0,7,,1
355,Bulgaria,BUL,Videnov,1996,0,1,0,democracy,,,12,2,0,0,2,0,0,0,2,0,7,,1
355,Bulgaria,BUL,Videnov,1997,0,1,0,democracy,,,13,3,0,0,3,0,0,0,2,0,7,,1
355,Bulgaria,BUL,Sofiyanski,1997,0,1,0,democracy,,,14,1,0,0,1,0,0,0,2,0,7,,1
355,Bulgaria,BUL,Kostov,1997,0,1,0,democracy,,,15,1,0,0,1,0,0,0,2,0,7,,1
355,Bulgaria,BUL,Kostov,1998,0,1,0,democracy,,,16,2,0,0,2,0,0,0,2,0,7,,1
355,Bulgaria,BUL,Kostov,1999,0,1,0,democracy,,,17,3,0,0,3,0,0,0,2,0,7,,1
355,Bulgaria,BUL,Kostov,2000,0,1,0,democracy,,,18,4,0,0,4,0,0,0,1,0,7,,1
355,Bulgaria,BUL,Kostov,2001,0,1,0,democracy,,,19,5,0,0,5,1,1,0,1,0,7,,1
355,Bulgaria,BUL,Saksgoburggotski,2001,0,1,0,democracy,,,20,1,0,0,1,0,0,0,1,0,7,,1
355,Bulgaria,BUL,Saksgoburggotski,2002,0,1,0,democracy,,,21,2,0,0,2,0,0,0,1,0,7,,1
355,Bulgaria,BUL,Saksgoburggotski,2003,0,1,0,democracy,,,22,3,0,0,3,0,0,0,0,0,7,,1
355,Bulgaria,BUL,Saksgoburggotski,2004,0,1,0,democracy,,,23,4,0,0,4,0,0,0,0,0,7,,1
355,Bulgaria,BUL,Saksgoburggotski,2005,0,1,0,democracy,,,24,5,0,0,5,0,0,0,0,0,7,,1
355,Bulgaria,BUL,Stanishev,2005,0,1,0,democracy,,,25,1,0,0,1,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Stanishev,2006,0,1,0,democracy,,,26,2,0,0,2,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Stanishev,2007,0,1,0,democracy,,,27,3,0,0,3,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Stanishev,2008,0,1,0,democracy,,,28,4,0,0,4,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Stanishev,2009,0,1,0,democracy,,,29,5,0,0,5,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Boyko Borisov,2009,0,1,0,democracy,,,30,1,0,0,1,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Boyko Borisov,2010,0,1,0,democracy,,,31,2,0,0,2,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Boyko Borisov,2011,0,1,0,democracy,,,32,3,0,0,3,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Boyko Borisov,2012,0,1,0,democracy,,,33,4,0,0,4,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Boyko Borisov,2013,0,1,0,democracy,,,34,5,0,0,5,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Oresharski,2013,0,1,0,democracy,,,35,1,0,0,1,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Oresharski,2014,0,1,0,democracy,,,36,2,0,0,2,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Bliznashki,2014,0,1,0,democracy,,,37,1,0,0,1,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Boyko Borisov,2014,0,-888,-888,democracy,,,38,1,0,0,1,0,0,0,0,0,7,,0
355,Bulgaria,BUL,Boyko Borisov,2015,0,-888,-888,democracy,,,39,2,0,0,2,0,0,0,0,0,7,,0
155,Chile,CHL,Frei Ruiz-Tagle,1995,0,1,0,democracy,,,7,2,0,0,2,0,0,0,1,0,7,,0
155,Chile,CHL,Frei Ruiz-Tagle,1996,0,1,0,democracy,,,8,3,0,0,3,1,1,0,1,0,7,,0
155,Chile,CHL,Frei Ruiz-Tagle,1997,0,1,0,democracy,,,9,4,0,0,4,0,0,0,1,0,7,,0
155,Chile,CHL,Frei Ruiz-Tagle,1998,0,1,0,democracy,,,10,5,0,0,5,0,1,0,1,0,7,,0
155,Chile,CHL,Frei Ruiz-Tagle,1999,0,1,0,democracy,,,11,6,0,0,6,1,1,0,0,0,7,,0
155,Chile,CHL,Frei Ruiz-Tagle,2000,0,1,0,democracy,,,12,7,0,0,7,0,1,0,0,0,7,,0
155,Chile,CHL,Ricardo Lagos Escobar,2000,0,1,0,democracy,,,13,1,0,0,1,0,1,0,0,0,7,,0
155,Chile,CHL,Ricardo Lagos Escobar,2001,0,1,0,democracy,,,14,2,0,0,2,0,0,0,0,0,7,,0
155,Chile,CHL,Ricardo Lagos Escobar,2002,0,1,0,democracy,,,15,3,0,0,3,1,0,0,0,0,7,,1
155,Chile,CHL,Ricardo Lagos Escobar,2003,0,1,0,democracy,,,16,4,0,0,4,1,1,0,0,0,7,,1
155,Chile,CHL,Ricardo Lagos Escobar,2004,0,1,0,democracy,,,17,5,0,0,5,0,0,0,0,0,7,,1
155,Chile,CHL,Ricardo Lagos Escobar,2005,0,1,0,democracy,,,18,6,0,0,6,0,1,0,0,0,7,,1
155,Chile,CHL,Ricardo Lagos Escobar,2006,0,1,0,democracy,,,19,7,0,0,7,0,0,0,0,0,7,,1
155,Chile,CHL,Michelle Bachelet,2006,0,1,0,democracy,,,20,1,0,0,1,0,0,0,0,0,7,,1
155,Chile,CHL,Michelle Bachelet,2007,0,1,0,democracy,,,21,2,0,0,2,1,1,0,0,0,7,,1
155,Chile,CHL,Michelle Bachelet,2008,0,1,0,democracy,,,22,3,0,0,3,1,0,0,0,0,7,,1
155,Chile,CHL,Michelle Bachelet,2009,0,1,0,democracy,,,23,4,0,0,4,0,0,0,0,0,7,,1
155,Chile,CHL,Michelle Bachelet,2010,0,1,0,democracy,,,24,5,0,0,5,0,0,0,0,0,7,,0
155,Chile,CHL,Sebastian Pi<f1>era,2010,0,1,0,democracy,,,25,1,0,0,1,0,0,0,0,1,7,,0
155,Chile,CHL,Sebastian Pi<f1>era,2011,0,1,0,democracy,,,26,2,0,0,2,0,0,0,0,0,7,,0
155,Chile,CHL,Sebastian Pi<f1>era,2012,0,1,0,democracy,,,27,3,0,0,3,0,0,0,0,0,7,,0
155,Chile,CHL,Sebastian Pi<f1>era,2013,0,1,0,democracy,,,28,4,0,0,4,0,0,0,0,0,7,,0
155,Chile,CHL,Sebastian Pi<f1>era,2014,0,1,0,democracy,,,29,5,0,0,5,0,0,0,0,0,7,,0
155,Chile,CHL,Michelle Bachelet,2014,0,-888,-888,democracy,,,30,1,0,0,1,0,0,0,0,0,7,,0
155,Chile,CHL,Michelle Bachelet,2015,0,-888,-888,democracy,,,31,2,0,0,2,0,0,0,0,0,3,,0
710,China,CHN,Deng Xiaoping,1995,0,2,0,dictatorship,,,0,0,27,27,16,0,0,1,0,0,3,,
710,China,CHN,Deng Xiaoping,1996,0,2,0,dictatorship,,,0,0,28,28,17,0,0,1,0,0,3,,
710,China,CHN,Deng Xiaoping,1997,0,2,0,dictatorship,,,0,0,29,29,18,0,0,1,0,0,3,,
710,China,CHN,Jiang Zemin,1997,0,1,0,dictatorship,,,0,0,30,30,1,0,0,1,0,0,3,,
710,China,CHN,Jiang Zemin,1998,0,1,0,dictatorship,,,0,0,31,31,2,0,0,1,0,0,3,,
710,China,CHN,Jiang Zemin,1999,0,1,0,dictatorship,,,0,0,32,32,3,0,0,1,0,0,3,,
710,China,CHN,Jiang Zemin,2000,0,1,0,dictatorship,,,0,0,33,33,4,0,0,1,0,0,3,,
710,China,CHN,Jiang Zemin,2001,0,1,0,dictatorship,,,0,0,34,34,5,0,0,1,0,0,3,,
710,China,CHN,Jiang Zemin,2002,0,1,0,dictatorship,,,0,0,35,35,6,0,0,1,1,0,3,,
710,China,CHN,Jiang Zemin,2003,0,1,0,dictatorship,,,0,0,36,36,7,0,0,1,0,0,3,,
710,China,CHN,Hu Jintao,2003,0,1,0,dictatorship,,,0,0,37,37,1,0,0,1,0,0,3,,
710,China,CHN,Hu Jintao,2004,0,1,0,dictatorship,,,0,0,38,38,2,0,1,1,0,0,3,,
710,China,CHN,Hu Jintao,2005,0,1,0,dictatorship,,,0,0,39,39,3,0,1,1,0,0,3,,
710,China,CHN,Hu Jintao,2006,0,1,0,dictatorship,,,0,0,40,40,4,0,0,1,0,0,3,,
710,China,CHN,Hu Jintao,2007,0,1,0,dictatorship,,,0,0,41,41,5,0,1,1,0,0,3,,
710,China,CHN,Hu Jintao,2008,0,1,0,dictatorship,,,0,0,42,42,6,0,1,1,0,0,3,,
710,China,CHN,Hu Jintao,2009,0,1,0,dictatorship,,,0,0,43,43,7,0,0,1,0,0,3,,
710,China,CHN,Hu Jintao,2010,0,1,0,dictatorship,,,0,0,44,44,8,0,1,1,0,0,3,,
710,China,CHN,Hu Jintao,2011,0,1,0,dictatorship,,,0,0,45,45,9,0,0,1,0,0,3,,
710,China,CHN,Hu Jintao,2012,0,1,0,dictatorship,,,0,0,46,46,10,0,0,1,0,0,3,,
710,China,CHN,Xi Jinping,2012,0,-888,-888,dictatorship,,,0,0,47,47,1,0,1,1,0,0,3,,
710,China,CHN,Xi Jinping,2013,0,-888,-888,dictatorship,,,0,0,48,48,2,0,0,1,0,0,3,,
710,China,CHN,Xi Jinping,2014,0,-888,-888,dictatorship,,,0,0,49,49,3,0,0,1,0,0,3,,
710,China,CHN,Xi Jinping,2015,0,-888,-888,dictatorship,,,0,0,50,50,4,0,0,1,0,0,3,,
100,Colombia,COL,Pizano,1995,0,1,0,democracy,,,31,2,0,0,2,0,0,0,0,0,7,,0
100,Colombia,COL,Pizano,1996,0,1,0,democracy,,,32,3,0,0,3,0,0,0,0,0,7,,0
100,Colombia,COL,Pizano,1997,0,1,0,democracy,,,33,4,0,0,4,0,0,0,0,0,7,,0
100,Colombia,COL,Pizano,1998,0,1,0,democracy,,,34,5,0,0,5,0,0,0,0,0,7,,0
100,Colombia,COL,Arango,1998,0,1,0,democracy,,,35,1,0,0,1,0,0,0,0,0,7,,0
100,Colombia,COL,Arango,1999,0,1,0,democracy,,,36,2,0,0,2,0,0,0,0,0,7,,0
100,Colombia,COL,Arango,2000,0,1,0,democracy,,,37,3,0,0,3,0,0,0,0,0,7,,0
100,Colombia,COL,Arango,2001,0,1,0,no authority,,,0,0,0,0,4,0,0,2,0,0,7,,
100,Colombia,COL,Arango,2002,0,1,0,no authority,,,0,0,0,0,5,0,0,2,0,0,7,,
100,Colombia,COL,Alvaro Uribe Velez,2002,0,1,0,no authority,,,0,0,0,0,1,0,0,2,0,0,7,,
100,Colombia,COL,Alvaro Uribe Velez,2003,0,1,0,no authority,,,0,0,0,0,2,0,1,2,0,0,7,,
100,Colombia,COL,Alvaro Uribe Velez,2004,0,1,0,no authority,,,0,0,0,0,3,0,1,2,0,0,7,,
100,Colombia,COL,Alvaro Uribe Velez,2005,0,1,0,no authority,,,0,0,0,0,4,0,0,2,0,0,7,,
100,Colombia,COL,Alvaro Uribe Velez,2006,0,1,0,democracy,,,1,1,0,0,5,1,1,0,0,0,7,,0
100,Colombia,COL,Alvaro Uribe Velez,2007,0,1,0,democracy,,,2,2,0,0,6,0,1,0,0,0,7,,0
100,Colombia,COL,Alvaro Uribe Velez,2008,0,1,0,democracy,,,3,3,0,0,7,1,0,0,0,0,7,,0
100,Colombia,COL,Alvaro Uribe Velez,2009,0,1,0,democracy,,,4,4,0,0,8,0,1,0,0,0,7,,0
100,Colombia,COL,Alvaro Uribe Velez,2010,0,1,0,democracy,,,5,5,0,0,9,0,0,0,0,0,7,,0
100,Colombia,COL,Santos Calderon,2010,0,-888,0,democracy,,,6,1,0,0,1,0,0,0,0,0,7,,0
100,Colombia,COL,Santos Calderon,2011,0,-888,0,democracy,,,7,2,0,0,2,0,1,0,0,0,7,,0
100,Colombia,COL,Santos Calderon,2012,0,-888,0,democracy,,,8,3,0,0,3,1,1,0,0,0,7,,0
100,Colombia,COL,Santos Calderon,2013,0,-888,0,democracy,,,9,4,0,0,4,1,0,0,0,0,7,,0
100,Colombia,COL,Santos Calderon,2014,0,-888,0,democracy,,,10,5,0,0,5,0,0,0,0,0,7,,0
100,Colombia,COL,Santos Calderon,2015,0,-888,0,democracy,,,11,6,0,0,6,0,0,0,0,0,7,,0
94,Costa Rica,COS,Figueres Olsen,1995,0,1,0,democracy,,,31,2,0,0,2,0,0,0,0,0,7,,0
94,Costa Rica,COS,Figueres Olsen,1996,0,1,0,democracy,,,32,3,0,0,3,0,0,0,0,0,7,,0
94,Costa Rica,COS,Figueres Olsen,1997,0,1,0,democracy,,,33,4,0,0,4,0,0,0,0,0,7,,0
94,Costa Rica,COS,Figueres Olsen,1998,0,1,0,democracy,,,34,5,0,0,5,0,0,0,0,0,7,,0
94,Costa Rica,COS,Rodriguez Echeverria,1998,0,1,0,democracy,,,35,1,0,0,1,0,0,0,0,0,7,,0
94,Costa Rica,COS,Rodriguez Echeverria,1999,0,1,0,democracy,,,36,2,0,0,2,0,0,0,0,0,7,,0
94,Costa Rica,COS,Rodriguez Echeverria,2000,0,1,0,democracy,,,37,3,0,0,3,0,1,0,0,0,7,,0
94,Costa Rica,COS,Rodriguez Echeverria,2001,0,1,0,democracy,,,38,4,0,0,4,1,0,0,0,0,7,,0
94,Costa Rica,COS,Rodriguez Echeverria,2002,0,1,0,democracy,,,39,5,0,0,5,0,0,0,0,0,7,,0
94,Costa Rica,COS,de la Espriella,2002,0,1,0,democracy,,,40,1,0,0,1,0,1,0,0,0,7,,0
94,Costa Rica,COS,de la Espriella,2003,0,1,0,democracy,,,41,2,0,0,2,0,0,0,0,0,7,,0
94,Costa Rica,COS,de la Espriella,2004,0,1,0,democracy,,,42,3,0,0,3,0,0,0,0,0,7,,0
94,Costa Rica,COS,de la Espriella,2005,0,1,0,democracy,,,43,4,0,0,4,0,0,0,0,0,7,,0
94,Costa Rica,COS,de la Espriella,2006,0,1,0,democracy,,,44,5,0,0,5,0,1,0,0,0,7,,0
94,Costa Rica,COS,Arias,2006,0,1,0,democracy,,,45,1,0,0,1,0,0,0,0,0,7,,0
94,Costa Rica,COS,Arias,2007,0,1,0,democracy,,,46,2,0,0,2,0,0,0,0,0,7,,0
94,Costa Rica,COS,Arias,2008,0,1,0,democracy,,,47,3,0,0,3,1,1,0,0,0,7,,0
94,Costa Rica,COS,Arias,2009,0,1,0,democracy,,,48,4,0,0,4,0,0,0,0,0,7,,0
94,Costa Rica,COS,Arias,2010,0,1,0,democracy,,,49,5,0,0,5,1,0,0,0,0,7,,0
94,Costa Rica,COS,Laura Chinchilla Miranda,2010,0,1,0,democracy,,,50,1,0,0,1,0,0,0,0,0,7,,0
94,Costa Rica,COS,Laura Chinchilla Miranda,2011,0,1,0,democracy,,,51,2,0,0,2,0,0,0,0,0,7,,0
94,Costa Rica,COS,Laura Chinchilla Miranda,2012,0,1,0,democracy,,,52,3,0,0,3,1,1,0,0,0,7,,0
94,Costa Rica,COS,Laura Chinchilla Miranda,2013,0,1,0,democracy,,,53,4,0,0,4,0,0,0,0,0,7,,0
94,Costa Rica,COS,Laura Chinchilla Miranda,2014,0,1,0,democracy,,,54,5,0,0,5,0,0,0,0,0,7,,0
94,Costa Rica,COS,Solis Rivera,2014,0,1,0,democracy,,,55,1,0,0,1,0,0,0,0,0,7,,0
94,Costa Rica,COS,Solis Rivera,2015,0,-888,0,democracy,,,56,2,0,0,2,1,0,0,0,0,7,,0
344,Croatia,CRO,Tudjman,1995,0,2,0,democracy,,,6,6,0,0,6,0,0,0,1,0,7,1,1
344,Croatia,CRO,Tudjman,1996,0,2,0,democracy,,,7,7,0,0,7,0,0,0,1,0,7,,1
344,Croatia,CRO,Tudjman,1997,0,2,0,democracy,,,8,8,0,0,8,0,0,0,1,0,7,,1
344,Croatia,CRO,Tudjman,1998,0,2,0,democracy,,,9,9,0,0,9,0,0,0,1,0,7,,1
344,Croatia,CRO,Tudjman,1999,0,2,0,democracy,,,10,10,0,0,10,0,0,0,1,0,7,,1
344,Croatia,CRO,Pavletic,1999,0,1,0,democracy,,,11,1,0,0,1,0,0,0,1,0,7,,1
344,Croatia,CRO,Pavletic,2000,0,1,0,democracy,,,12,2,0,0,2,0,0,0,1,0,7,,1
344,Croatia,CRO,Tomcic,2000,0,1,0,democracy,,,13,1,0,0,1,0,0,0,1,0,7,,1
344,Croatia,CRO,Mesic,2000,0,1,0,democracy,,,14,1,0,0,1,0,1,0,1,0,7,,1
344,Croatia,CRO,Mesic,2001,0,1,0,democracy,,,15,2,0,0,2,1,1,0,1,0,7,,1
344,Croatia,CRO,Mesic,2002,0,1,0,democracy,,,16,3,0,0,3,0,0,0,1,0,7,,1
344,Croatia,CRO,Mesic,2003,0,1,0,democracy,,,17,4,0,0,4,0,0,0,1,0,7,1,1
344,Croatia,CRO,Mesic,2004,0,1,0,democracy,,,18,5,0,0,5,0,0,0,1,0,7,,1
344,Croatia,CRO,Mesic,2005,0,1,0,democracy,,,19,6,0,0,6,0,0,0,1,0,7,,1
344,Croatia,CRO,Mesic,2006,0,1,0,democracy,,,20,7,0,0,7,0,0,0,1,0,7,,1
344,Croatia,CRO,Mesic,2007,0,1,0,democracy,,,21,8,0,0,8,0,0,0,1,NA,7,1,1
344,Croatia,CRO,Mesic,2008,0,1,0,democracy,,,22,9,0,0,9,0,0,0,1,0,7,,1
344,Croatia,CRO,Mesic,2009,0,1,0,democracy,,,23,10,0,0,10,0,0,0,1,0,7,,1
344,Croatia,CRO,Mesic,2010,0,1,0,democracy,,,24,11,0,0,11,0,0,0,0,0,7,,1
344,Croatia,CRO,Josipovic,2010,0,1,0,democracy,,,25,1,0,0,1,0,0,0,0,0,7,,1
344,Croatia,CRO,Josipovic,2011,0,1,0,democracy,,,26,2,0,0,2,0,0,0,0,0,7,,1
344,Croatia,CRO,Josipovic,2012,0,1,0,democracy,,,27,3,0,0,3,0,0,0,0,0,7,,1
344,Croatia,CRO,Josipovic,2013,0,1,0,democracy,,,28,4,0,0,4,0,0,0,0,0,7,,1
344,Croatia,CRO,Josipovic,2014,0,1,0,democracy,,,29,5,0,0,5,0,0,0,0,0,7,,1
344,Croatia,CRO,Josipovic,2015,0,1,0,democracy,,,30,6,0,0,6,0,0,0,0,0,7,,1
344,Croatia,CRO,Kolinda Grabar-Kitarovic,2015,0,-888,-888,democracy,,,31,1,0,0,1,0,0,0,0,0,7,,1
352,Cyprus,CYP,Clerides,1995,0,1,0,democracy,,,14,3,0,0,3,0,0,0,0,0,7,,0
352,Cyprus,CYP,Clerides,1996,0,1,0,democracy,,,15,4,0,0,4,0,0,0,0,0,7,,0
352,Cyprus,CYP,Clerides,1997,0,1,0,democracy,,,16,5,0,0,5,0,0,0,0,0,7,,0
352,Cyprus,CYP,Clerides,1998,0,1,0,democracy,,,17,6,0,0,6,0,0,0,0,0,7,1,0
352,Cyprus,CYP,Clerides,1999,0,1,0,democracy,,,18,7,0,0,7,0,0,0,0,0,7,,0
352,Cyprus,CYP,Clerides,2000,0,1,0,democracy,,,19,8,0,0,8,0,0,0,0,0,7,,0
352,Cyprus,CYP,Clerides,2001,0,1,0,democracy,,,20,9,0,0,9,0,0,0,0,0,7,,0
352,Cyprus,CYP,Clerides,2002,0,1,0,democracy,,,21,10,0,0,10,0,0,0,0,0,7,,0
352,Cyprus,CYP,Clerides,2003,0,1,0,democracy,,,22,11,0,0,11,0,0,0,0,0,7,,0
352,Cyprus,CYP,Tassos Nikolaou Papadopoulos,2003,0,1,0,democracy,,,23,1,0,0,1,0,0,0,0,0,7,,0
352,Cyprus,CYP,Tassos Nikolaou Papadopoulos,2004,0,1,0,democracy,,,24,2,0,0,2,0,0,0,0,0,7,,0
352,Cyprus,CYP,Tassos Nikolaou Papadopoulos,2005,0,1,0,democracy,,,25,3,0,0,3,0,0,0,0,0,7,,0
352,Cyprus,CYP,Tassos Nikolaou Papadopoulos,2006,0,1,0,democracy,,,26,4,0,0,4,0,0,0,0,0,7,,0
352,Cyprus,CYP,Tassos Nikolaou Papadopoulos,2007,0,1,0,democracy,,,27,5,0,0,5,0,0,0,0,0,7,,0
352,Cyprus,CYP,Tassos Nikolaou Papadopoulos,2008,0,1,0,democracy,,,28,6,0,0,6,0,0,0,0,0,7,,0
352,Cyprus,CYP,Dimitris Christofias,2008,0,1,0,democracy,,,29,1,0,0,1,0,0,0,0,0,7,,0
352,Cyprus,CYP,Dimitris Christofias,2009,0,1,0,democracy,,,30,2,0,0,2,0,0,0,0,0,7,,0
352,Cyprus,CYP,Dimitris Christofias,2010,0,1,0,democracy,,,31,3,0,0,3,0,0,0,0,0,7,,0
352,Cyprus,CYP,Dimitris Christofias,2011,0,1,0,democracy,,,32,4,0,0,4,0,0,0,0,0,7,,0
352,Cyprus,CYP,Dimitris Christofias,2012,0,1,0,democracy,,,33,5,0,0,5,0,0,0,0,0,7,,0
352,Cyprus,CYP,Dimitris Christofias,2013,0,1,0,democracy,,,34,6,0,0,6,0,0,0,0,0,7,,0
352,Cyprus,CYP,Anastasiades,2013,0,-888,-888,democracy,,,35,1,0,0,1,0,0,0,0,0,7,,0
352,Cyprus,CYP,Anastasiades,2014,0,-888,-888,democracy,,,36,2,0,0,2,0,0,0,0,0,7,,0
352,Cyprus,CYP,Anastasiades,2015,0,-888,-888,democracy,,,37,3,0,0,3,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Klaus,1995,0,1,0,democracy,,,3,3,0,0,3,0,0,0,1,1,7,,0
316,Czech Republic,CZR,Klaus,1996,0,1,0,democracy,,,4,4,0,0,4,1,1,0,1,NA,7,,0
316,Czech Republic,CZR,Klaus,1997,0,1,0,democracy,,,5,5,0,0,5,0,0,0,1,NA,7,,0
316,Czech Republic,CZR,Tosovsky,1997,0,1,0,democracy,,,6,1,0,0,1,0,0,0,1,1,7,,0
316,Czech Republic,CZR,Tosovsky,1998,0,1,0,democracy,,,7,2,0,0,2,0,0,0,1,0,7,,0
316,Czech Republic,CZR,Zeman,1998,0,1,0,democracy,,,8,1,0,0,1,0,0,0,1,0,7,,0
316,Czech Republic,CZR,Zeman,1999,0,1,0,democracy,,,9,2,0,0,2,0,0,0,1,0,7,,0
316,Czech Republic,CZR,Zeman,2000,0,1,0,democracy,,,10,3,0,0,3,0,0,0,1,0,7,,0
316,Czech Republic,CZR,Zeman,2001,0,1,0,democracy,,,11,4,0,0,4,0,0,0,1,0,7,,0
316,Czech Republic,CZR,Zeman,2002,0,1,0,democracy,,,12,1,0,0,5,0,0,0,2,0,7,,0
316,Czech Republic,CZR,Spidla,2002,0,1,0,democracy,,,13,2,0,0,1,0,0,0,2,0,7,,0
316,Czech Republic,CZR,Spidla,2003,0,1,0,democracy,,,14,3,0,0,2,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Spidla,2004,0,1,0,democracy,,,15,4,0,0,3,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Stanislav Gross,2004,0,1,0,democracy,,,16,1,0,0,1,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Stanislav Gross,2005,0,1,0,democracy,,,17,2,0,0,2,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Paroubek,2005,0,1,0,democracy,,,18,1,0,0,1,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Paroubek,2006,0,1,0,democracy,,,19,2,0,0,2,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Topolanek,2006,0,1,0,democracy,,,20,1,0,0,1,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Topolanek,2007,0,1,0,democracy,,,21,2,0,0,2,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Topolanek,2008,0,1,0,democracy,,,22,3,0,0,3,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Topolanek,2009,0,1,0,democracy,,,23,4,0,0,4,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Fischer,2009,0,1,0,democracy,,,24,1,0,0,1,0,0,0,0,0,7,,0
316,Czech Republic,CZR,Fischer,2010,0,1,0,democracy,,,25,2,0,0,2,0,0,0,0,0,7,,NA
316,Czech Republic,CZR,Necas,2010,0,1,0,democracy,,,26,1,0,0,1,0,0,0,0,0,7,,NA
316,Czech Republic,CZR,Necas,2011,0,1,0,democracy,,,27,2,0,0,2,0,0,0,0,0,7,,NA
316,Czech Republic,CZR,Necas,2012,0,1,0,democracy,,,28,3,0,0,3,0,0,0,0,0,7,,NA
316,Czech Republic,CZR,Necas,2013,0,1,0,democracy,,,29,4,0,0,4,0,0,0,0,0,7,,NA
316,Czech Republic,CZR,Rusnok,2013,0,1,0,democracy,,,30,1,0,0,1,0,0,0,0,0,7,,NA
316,Czech Republic,CZR,Sobotka,2014,0,-888,-888,democracy,,,31,1,0,0,1,0,0,0,0,0,7,,NA
316,Czech Republic,CZR,Sobotka,2015,0,-888,-888,democracy,,,32,2,0,0,2,0,0,0,0,0,7,,NA
42,Dominican Republic,DOM,Balaguer,1995,0,1,0,democracy,,,21,10,0,0,10,0,0,0,1,1,6.5,1,0
42,Dominican Republic,DOM,Balaguer,1996,0,1,0,democracy,,,22,11,0,0,11,0,0,0,2,1,6.5,,0
